"","ravits_control1","ravits_control2","ravits_control3","ravits_control4","ravits_control5","ravits_control6","ravits_control7","ravits_control8","ravits_sALS1","ravits_sALS2","ravits_sALS3","ravits_sALS4","ravits_sALS5","ravits_sALS6","ravits_sALS7","ravits_sALS8","ravits_sALS9","ravits_sALS10","ravits_sALS11","ravits_sALS12","ravits_sALS13"
"RANBP2",1265.75431039106,1964.14843783987,1635.20621900086,1891.79896019485,2178.32185898409,1923.79634149598,1431.91459299159,1635.20621900086,871.065079148087,783.817530012885,1956.76175727862,1944.2594645602,1235.4965630197,1698.99990246929,1032.20197204908,1810.32319528287,1014.94758298242,772.73318816017,1318.24472959583,1018.03411579287,1027.43825857216
"SUN1",115.068573671915,87.0986530120649,56.5516804929959,131.016507211816,106.995658060931,99.3934062002618,125.250212625742,56.5516804929959,187.437106140116,158.58331452997,117.866119967842,123.637447247593,168.799185992359,81.4588994334592,154.830295807361,79.312566460003,107.771563653909,120.483904217466,161.491783804582,169.672352632144,156.327926423898
"CRYL1",26.7967911290761,47.9780715744425,27.7965887168963,41.025370945114,28.3492769221271,44.3573878910259,37.2365496995448,27.7965887168963,166.738530001944,112.438169728216,56.1705727971745,14.5455820291286,90.7827554916886,46.5479425334052,38.37673998644,43.8160332191625,101.850049167431,34.2114789753299,104.334579424309,22.7918085625269,14.7479175871601
"KPNA6",1505.34914872163,834.080321217231,1017.93024887393,909.175156106236,1098.30585753144,1271.57845287608,863.210924853084,1017.93024887393,654.304990145559,477.049806823762,971.474660672445,1214.55609943224,449.65833579477,930.404708495088,907.808401058546,907.380130968985,739.00500791252,873.880169478536,541.632555794021,985.112614535883,700.034488137202
"TUG1",401.951866936141,199.293528078454,201.285642432697,238.21183129421,328.302916614311,83.7861771274934,344.155989647308,201.285642432697,450.194031005249,455.602063465201,284.536180234868,244.850630823666,692.218510624126,198.937040113006,569.034420488593,201.88653280728,187.119857772721,368.145262886703,569.757529377965,291.228664965621,421.79044299278
"CBR4",138.712801138747,244.319102940623,308.637985063469,295.117990992272,231.366679396715,253.001397600666,236.959861724376,308.637985063469,207.560721830006,160.533109380748,254.148821180658,123.637447247593,167.380705437801,242.160129608311,199.823715101808,231.282099397351,206.068704129453,171.801122680461,218.648988184856,207.658700236356,176.975011045922
"TAOK3",485.494803985614,297.464043761544,220.455703616764,398.34311788643,484.68118608798,327.751810528136,489.71704756371,220.455703616764,439.844742936163,508.896456053142,355.440018028022,448.488779231467,841.158968852677,287.599787795682,690.781319755919,353.856065744629,446.482192280481,596.469698656839,618.749418846771,478.627979813064,444.403916626426
"ZFHX3",931.582562193174,431.064519991914,437.077394996714,642.510244962995,630.085541914374,535.574387128683,542.750921378214,437.077394996714,679.603249869992,978.147083473791,490.80189017859,800.007011602075,1194.36062693753,299.79091560205,870.754996933707,454.244698816381,1009.02606849594,1158.72791833835,802.922632960986,820.505108250967,865.211165113395
"ABHD2",2348.65992837196,1962.67218948373,2485.39843251421,2336.46104527738,2190.21026543531,2090.54726264187,1768.17192058142,2485.39843251421,1440.27592294783,850.760486556274,2180.52321940507,2223.04978678516,1378.76309903002,2511.92647028483,1238.64236645889,2307.82929398652,1974.23292979194,1518.69217538312,1664.81698472702,1529.58359686291,1428.58161694291
"FAM120A",149.746773956602,207.412894037205,193.617617959071,195.201361754978,316.414510163096,218.501207018757,244.858523781855,193.617617959071,271.956292037653,383.459653986403,180.482496200757,162.425665991937,417.033283039945,192.287334036805,305.690584029918,251.248899345324,226.20185338348,357.733073633341,283.971507476597,314.020473528148,372.630717702246
"MED13L",367.273666651455,69.3836727384246,46.0081468417594,194.539662223605,216.734794533682,110.893469727565,331.743806414126,46.0081468417594,328.302415969345,265.822031322778,202.582393694728,247.274894495187,768.816460570238,103.070444181112,303.043912306716,88.7413331021013,307.918753296883,304.928399562723,342.943226281641,215.255969757198,442.437527614804
"GLG1",1426.53505716552,1503.55895072522,1543.18992531735,1596.68096920258,1586.64501483518,2048.65417407812,1316.81980301118,1543.18992531735,1325.28383329131,948.25022909519,1385.84773868439,1340.61781035136,1713.52450990562,1584.29247265483,1135.42216925398,1491.40902944719,1228.12210449565,1335.73513564549,1183.06340495042,1197.83616111947,1357.79161252454
"TBCB",1393.43313871196,1019.34948991239,1063.93839571569,1131.5061986475,1015.08701237294,1140.97058853028,707.494444291351,1063.93839571569,607.158233386389,1162.07773106388,1000.9411906644,1088.49438851313,390.08215250335,1011.30946575553,778.12148662161,948.977630860595,780.455609317869,469.292244205069,805.644404598141,584.989753104856,905.522139851633
"RBM39",849.615906974824,932.250836900321,804.184066671586,934.319738298403,1009.6000555493,1206.68523725772,1015.54226453304,804.184066671586,1312.05974298081,1033.39127091251,1030.40772065637,1127.28260725747,1361.74133237533,911.009732439503,1380.23930365024,895.732830999335,1039.81794382563,1233.1006987195,1162.19648906556,947.126266931672,1121.82493112998
"NAV2",617.902477799872,141.719842189122,179.240072071021,342.098657719741,535.892783108597,363.073434219138,554.03472431747,179.240072071021,804.944627595592,843.611238770087,455.810385813137,312.730013626266,741.865330033643,223.319295725742,808.558211438442,229.063566069799,433.454860410228,658.199106373195,667.741308315577,488.75767250752,546.656145230736
"HMOX2",319.985211717791,209.62726657141,148.567974176515,260.047915829513,160.036240689427,382.787828837372,78.986620574792,148.567974176515,90.8437508286454,64.3432300756846,201.661564632479,147.880083962808,31.206572200268,195.058044901889,95.2801820352992,165.280732902664,117.245986832275,166.595028053781,171.471613140821,240.580201493339,114.050562674038
"ZFYVE26",145.017928463235,34.6918363692123,54.6346743745893,33.7466761000131,59.442032256073,9.85719730911688,84.62852204442,54.6346743745893,70.145174690473,46.1451448017536,143.649333710807,58.1823281165146,228.375369283779,59.8473546858067,92.6335103120965,92.6237664253182,55.6622361728981,65.4480467354138,116.128923185318,75.9726952084229,175.0086220343
"RBM15",23.6442274668318,41.3349539718274,25.8795825984897,34.4083756313859,35.6652193536438,15.6072290727684,37.2365496995448,25.8795825984897,56.3461239316914,4.54952131848275,49.7247693614332,60.606591788036,63.8316249550936,57.0766438207231,59.550113772062,52.6901665293726,30.7918753296883,29.0053843486493,39.0120601325677,48.1160402986678,59.9748648544513
"RAP1GDS1",1333.53442912932,1886.64539914269,1946.71971324194,1526.54081887706,1512.57109771607,1858.90312587762,1365.34015564998,1946.71971324194,1130.37224132352,1288.81439636447,1785.48755170035,1784.25806223978,510.652999640748,1808.7200527266,647.111236323074,1890.19039507476,1282.60003777125,1047.16874776662,1144.05134481786,1200.36858429308,894.707000287716
"OSBPL3",204.916638045876,312.964651500979,418.865836871851,320.262573184438,352.99422232068,453.431076219376,250.500425251483,418.865836871851,185.137264346986,95.5399476881377,357.28167615252,322.427068312352,192.913355419838,393.995085014894,263.343836458674,377.15066568393,188.304160670017,58.7544965011101,231.35058915825,139.283274548775,269.395294592125
"RBM5",313.680084393302,205.936645681069,135.148931347668,257.401117704022,190.214503219434,224.251238782409,450.223737276314,135.148931347668,468.592765350291,408.157055429595,197.978248383484,242.426367152144,534.767169068228,171.784073635186,431.407490882049,166.944632898328,178.829737491651,439.543132052608,407.358488360997,389.993168736571,355.916411103465
"VPS13B",482.342240323369,333.632128486893,357.521641082839,279.898901770697,509.372491794349,380.323529510093,387.034440816481,357.521641082839,592.784222179325,379.560064284846,565.38904422074,455.761570246031,802.859993879621,330.822877290987,359.947354355575,396.562832300015,300.812935913109,397.894375039163,506.249524510994,668.559717834121,672.505041974503
"AR",494.952494972346,625.929303001958,645.072558843835,605.455071206118,817.556566721989,782.825752965698,346.412750235159,645.072558843835,454.793714591509,460.80151640061,564.468215158491,686.066619040568,295.043955347988,617.314380740636,655.051251492682,553.524065224357,521.09327481011,302.697216151289,415.523803272465,245.645047840567,466.034195754261
"RPS16",113.492291840793,90.0511497243383,59.4271896706059,66.1699531372807,82.3043523545627,64.8932156183528,308.047820241689,59.4271896706059,205.260880036876,208.62804903328,119.707778092339,87.2734921747719,212.772083183645,84.7837524715596,185.267020624193,65.4467331627997,98.2971404755435,142.795738331812,194.153043450453,194.996584368285,273.328072615368
"PFDN1",121.373700996403,144.672338901396,137.065937466075,138.295202056917,105.166672453052,158.536590054963,109.452888510783,137.065937466075,112.1172874151,135.835707937556,78.2704702911448,89.6977558462933,41.1359360821714,109.720150257312,54.2567703256565,123.683233011054,112.508775243092,117.50899300222,93.4474928756853,65.8430025139665,154.361537412276
"SRSF11",851.192188805946,649.549276700145,613.441957890125,925.717644390556,1133.97107688509,1058.00584451188,1499.61741062712,613.441957890125,964.208671769862,1419.45065136662,960.424711925459,1246.07152716202,1424.15447677587,618.976807259686,1069.25537617391,814.201731211779,1107.32320897148,1293.34265082823,1397.17610707335,1408.02728452944,1609.48940601208
"SCN1B",318.408929886669,105.551757463774,148.567974176515,183.290770190267,97.8507300215356,238.215601636991,88.0136629261968,148.567974176515,73.5949373801684,163.782767465379,125.232752465832,160.001402320415,43.9728971912867,93.6500272398272,109.836876512914,92.0691330934301,120.798895524162,171.05739487665,103.427322211924,162.075083111302,123.882507732145
"SNX27",2350.23621020308,2206.99129242436,1875.7904868609,2017.52187115569,2415.17549520444,1879.43895360495,2001.74664142401,1875.7904868609,1696.70828288185,1810.70948475613,1879.41211604972,1738.19705248087,1612.81239053203,1815.3697588028,1893.69361795157,2363.29262717533,1928.04511679741,2179.12246516775,1702.01453043481,1448.54605530726,1474.79175871601
"SKIV2L2",133.98395564538,496.757571839997,389.152242036548,239.535230356956,347.507265497042,298.180218600785,313.689721711317,389.152242036548,255.282439037459,246.324082814994,243.098872433673,305.457222611702,234.04929150201,288.153929968699,103.220197204908,386.02479899414,223.833247588888,221.630885535833,315.725509910082,167.13992945853,194.672512150514
"SRI",190.730101565777,357.25210218508,203.202648551104,334.158263343267,335.618859045828,147.03652652766,583.372611959535,203.202648551104,578.410210972261,453.002336997496,267.96125711439,189.092566378672,832.648085525331,298.682631256017,338.773980569953,242.374766035114,309.103056194179,371.120174101949,733.971084819703,478.627979813064,346.084466045358
"ALMS1",365.697384820332,193.388534653907,273.173371872946,263.356413486377,423.410168224028,237.394168527898,366.72359552582,273.173371872946,480.091974315942,418.555961300413,430.027172070172,339.396914013002,592.924871805091,269.867238259147,271.283851628283,287.854699249941,326.867599653614,339.139878538053,412.802031635309,344.409551611517,337.235715493062
"SFPQ",896.904361908488,840.723438819846,890.449341999885,770.87995404932,919.065267959283,915.076483529683,1090.01536393213,890.449341999885,1012.5053494256,1312.21193457381,1079.21166095555,700.612201069696,1419.89903511219,845.620956023529,1320.68918987818,747.091098053315,959.285346809521,1384.82117069705,900.906411898597,1086.40954148045,1253.57299490861
"ETV6",184.424974241288,115.147371778662,102.559827334755,136.971802994171,55.7840610403147,52.5717189819567,156.844860855658,102.559827334755,131.090982208425,150.784135126857,131.678555901573,118.788919904551,414.196321930829,83.6754681255261,345.39065987796,46.034566546715,225.017550486184,97.4283422993092,158.770012167427,146.880544069618,158.294315435519
"CYCS",1426.53505716552,1192.07054758038,1245.09547390511,1176.50176678085,935.526138430196,1488.43679367665,818.07571309606,1245.09547390511,799.769983561049,805.265273371446,903.333310066036,991.523841652269,912.082996580559,1135.43731251128,661.667930800689,1422.63449629306,956.916741014929,1207.0702255861,1166.73277512749,853.42660950795,1058.9004827581
"PHTF2",146.594210294357,368.323964856105,589.479381410042,362.611343192298,441.70002430282,307.215982800809,303.534299065986,589.479381410042,243.783230071808,306.117791572196,501.851838925576,295.760167925616,188.657913756165,402.861359783162,224.967096472234,378.814565679595,213.174521513227,234.274258200629,202.318358361921,291.228664965621,326.420575929145
"RIOK3",376.731357638187,610.428695262522,695.873220981611,577.001991357087,407.863790557055,443.573878910259,379.135778759002,695.873220981611,299.554393555217,212.527638734837,533.160027042034,429.094669859295,212.772083183645,616.760238567619,451.25752880607,648.920998309115,272.389666378012,151.72047197755,418.245574909621,468.498287118608,340.185299010494
"PTPRB",25.220509297954,13.2862352052302,23.962576480083,58.8912582921798,76.8173955309252,32.8573243637229,165.871903207063,23.962576480083,169.038371795074,78.6417256480589,110.499487469852,24.2426367152144,87.9457943825733,31.0319616889368,133.656922021739,11.6472999696508,63.952356453968,121.227632021278,68.0442909288971,121.556312333477,144.529592354169
"PRKAR2A",302.646111575447,585.332473208199,613.441957890125,463.851371492337,520.346405441624,450.145343783004,372.365496995448,613.441957890125,319.103048796824,302.21820187064,467.781163622371,450.913042902988,273.766747029623,564.670874304047,328.187293677142,545.759198577923,482.011279199352,269.22946497977,452.721348980262,372.266206521272,293.975157237392
"G3BP1",1409.19595702318,1722.04370743345,1228.80092189866,1459.04746667704,1503.42616967668,1301.15004480343,1317.9481833051,1228.80092189866,1314.35958477394,891.056246805692,1097.62824220052,1810.92496262652,1036.90928538163,1563.23507008019,844.288279701679,1331.11999653152,948.626620733859,1172.11501880696,1127.72071499492,1043.35834752901,1205.39646412389
"WSB1",532.783258919277,138.029221298781,141.858452762091,286.515897084425,438.956545891001,234.108436091526,530.338738145032,141.858452762091,469.167725798573,774.718487375919,261.515453678649,155.152874977372,1246.84440745616,153.497381925634,403.61743778842,260.677665987422,358.843777880599,432.105854014493,553.42689955503,417.849823646326,449.319889155479
"CEP57",93.0006280362052,172.721057667993,96.8088089795354,125.722910960833,111.568122080629,183.179583327755,190.696269673426,96.8088089795354,195.486552416072,138.435434405261,158.382598706787,147.880083962808,297.880916457103,187.300054479654,134.980257883341,169.717799557769,90.0070201944736,162.132661230911,146.068411194032,182.334468500215,197.622095667946
"SOAT1",113.492291840793,108.504254176047,97.7673120387387,109.842122207886,107.910150864871,64.0717825092597,179.41246673417,97.7673120387387,157.539162829423,206.678254182502,117.866119967842,75.1521738171647,402.848477494368,96.9748802779276,68.8134648032717,123.128599679166,85.2698086052907,87.0161530459479,97.0765217252265,308.95562718092,207.454040726053
"MAP2K5",203.340356214754,256.867213967785,230.040734208797,239.535230356956,160.036240689427,226.715538109688,187.31112879165,230.040734208797,136.265626242968,172.881810102344,284.536180234868,181.819775364108,90.7827554916886,283.166650411549,193.207035793801,206.878232794274,113.693078140388,127.17745445177,139.717610707335,157.010236764074,171.075844011058
"PPFIBP1",152.899337618846,180.102299448677,226.206721971984,183.95246972164,198.44493845489,135.536463000357,273.068031129995,226.206721971984,246.658032313221,98.1396741558421,187.849128698748,193.941093721715,469.517063558577,119.140567198597,256.727157150667,185.802166182525,191.857069361904,301.953488347477,317.540024334853,554.600675021487,296.924740754824
"ARIH1",1297.27994701351,1266.62108956528,1416.66752150251,1570.21298794767,1941.46822276374,1306.90007656708,1491.71874856964,1416.66752150251,1236.7399242558,963.19865628449,1459.51406366429,1827.89480832717,1234.07808246514,1181.43111287167,1074.54871962032,1447.03836289614,1457.87686657101,1298.54874545491,909.97898402245,1286.47097219596,1172.95104543214
"TARDBP",1503.7728668905,1268.09733792142,1049.56084982764,1124.88920333377,958.388458528685,838.683204384027,1053.90719452651,1049.56084982764,1229.84039887641,954.099613647525,1264.29830246755,2036.38148407801,1058.1864937,1905.14079083151,907.808401058546,1493.07292944285,1451.95535208453,728.109519931478,1269.25284012703,1539.71328955737,1484.62370377412
"JMJD1C",428.748658065217,620.762433755479,600.022915061279,562.444601666886,768.173955309251,371.287765310069,635.278105480113,600.022915061279,569.21084379974,538.143378814817,551.576608287009,656.97545498231,893.64274937131,502.052808753157,760.918120420793,724.351131445902,736.636402117928,809.919578350746,750.301714642638,554.600675021487,644.975595811804
"CCDC93",182.848692410166,134.338600408439,99.6843181571453,141.603699713781,138.088413394877,200.42967861871,153.459719973882,99.6843181571453,190.886868829812,98.7896057727682,112.341145594349,135.758765605201,252.489538711259,144.07696498435,283.193874382695,165.280732902664,183.566949080834,194.856684598618,186.894985751371,200.061430715514,150.428759389034
"UBE2L3",269.544193121883,258.343462323921,247.293789274457,192.554563629487,238.682621828232,232.46556987334,164.743522913138,247.293789274457,244.35819052009,248.923809282699,182.324154325255,186.668302707151,117.733886028284,194.503902728872,195.853707517004,227.954299406023,207.253007026748,207.500057263414,229.536074733479,189.931738021057,130.76486927282
"FXR1",1527.41709435734,3305.32006939005,2494.98346310624,2394.69060403819,2306.35085153563,2912.80180484404,2189.05777021566,2494.98346310624,1948.54095922961,1314.81166104151,2167.63161253359,2589.1136011849,1530.54051836769,3124.80771364134,1696.51657457297,3045.49162539774,1916.20208782445,1894.27471630794,2068.54644423847,1947.43342050924,1743.20385880233
"UBE2W",379.883921300431,526.282538962731,412.156315457428,494.951249466859,576.130466481939,360.609134891859,417.500708752472,412.156315457428,383.498619004471,262.572373238147,374.777428335246,436.367460873859,235.467772056567,457.167292738802,234.230447503444,543.54066525037,556.622361728981,396.40691943154,369.253685440815,321.61774304899,321.504603400091
"SNRPB",4.72884549336637,5.16686924647842,2.87550917760996,3.97019718823684,0.914492803939585,12.3214966363961,4.5135211757024,2.87550917760996,3.44976268969539,9.0990426369655,11.9707778092339,4.84852734304288,22.6956888729222,5.54142173016729,7.94001516960827,2.21853332755253,5.92151448647852,5.20609462668064,7.25805769908236,7.59726952084229,10.8151395639174
"PSMB2",955.226789660006,1780.35551750085,1989.85235090609,1633.73614295946,1869.22329125251,1141.79202163937,898.190713964778,1989.85235090609,817.018797009526,863.10918727787,1570.01355113414,1961.22931026085,598.598794023322,1665.19722991527,551.831054287775,1957.30102823322,1427.08499124132,1062.04330384285,1318.24472959583,929.399304716373,1105.1106245312
"FAM46A",113.492291840793,134.338600408439,163.904023123768,159.469587060846,125.285514139723,172.500952909545,132.020494389295,163.904023123768,70.7201351387556,122.187143982108,137.203530275066,84.8492285032504,110.641483255495,162.363656693902,260.697164735472,97.0608330804233,58.0308419674895,75.8602359887751,82.5604063270618,172.204775805758,58.9916703486406
"MTDH",1000.93896276255,1672.58938750287,1828.82383695994,1847.46509159288,1793.32038852553,1578.79443567689,1679.02987736129,1828.82383695994,1158.54530328937,1123.73176566524,1695.24630359997,1602.43828687567,1147.55076863713,1927.8606199252,1183.06226027163,1860.2401951528,2145.95684989982,1003.28880734174,1176.71260446373,1273.80885632789,1010.72395197338
"OSBPL8",753.462715276374,2501.50283947363,2275.48626254868,2049.28344866158,2056.69431606013,1622.33039045882,1848.28692145013,2275.48626254868,1415.55262367168,1074.33696277885,2166.71078347134,1987.89621064758,1112.08875477319,2385.58205483702,1197.61895474925,2229.62599419029,1378.5285724522,1485.96815201542,1616.73235247059,1577.69963716158,1012.690340985
"KLF6",173.391001423433,160.9110708189,165.821029242174,61.538056417671,121.627542923965,226.715538109688,174.898945558468,165.821029242174,246.658032313221,255.42312545196,93.9245643493738,113.940392561508,527.67476629544,174.000642327253,152.183624084159,161.398299579447,129.089015805232,179.982128522388,154.2337261055,210.19112340997,223.185152819024
